號碼,選區,許智峯,鄭達鴻,楊雪盈,徐子見,袁嘉蔚,彭卓棋,梁晃維,黃碧雲,何啟明,毛孟靜,岑子杰,安德里,劉偉聰,張崑陽,馮達浚,劉澤鋒,胡志偉,譚文豪,施德來,譚得志,黃之鋒,李嘉達,尹兆堅,郭家麒,吳敏兒,譚凱邦,朱凱廸,黃子悅,伍健偉,張可森,林卓廷,楊岳橋,柯耀林,李芝融,范國威,梁國雄,陳志全,林景楠,何桂藍,劉頴匡,呂智恆,鄒家成,涂謹申,鄺俊宇,李予信,岑敖暉,王百羽,票站位置1,票站位置2,設實體投票
A01,中環,257,44,36,21,129,11,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,232,9,142,52,中環結志街23號嘉咸市集1樓12號舖,中環德己立街50號友信大廈5樓,Y (1 only)
A03,衛城,167,56,33,17,96,13,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,158,14,106,45,香港半山堅道134號地庫A舖,,
A07,堅摩,739,178,81,32,263,29,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,602,40,325,89,香港堅尼地城西環邨東苑臺1樓101室,,
A08,西環,428,289,50,18,208,30,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,728,82,422,184,香港堅尼地城海傍道46-47號南海商場地舖5A,,
A09,寶翠,1178,293,128,55,527,63,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1420,63,743,292,皇后大道西540-546號地下E舖,,
A10,石塘咀,886,166,122,54,548,94,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1127,38,597,222,西營盤朝光街一號地鋪A,,
A12,上環,627,109,104,43,232,43,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,570,31,320,114,香港皇后大道西2-12號聯發商業中心一樓百匯廣場C1舖外,,
A14,正街,932,213,130,52,587,62,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,940,46,605,171,西營盤第三街56-72號福滿大廈1樓R舖,,
B01,軒尼詩,643,203,367,65,440,58,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,855,46,548,216,灣仔克街1-5號展鴻大廈地下D-E號舖,,
B02,愛群,148,44,86,15,104,15,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,195,10,122,48,寶靈頓道38號,,
B03,鵝頸,613,210,291,113,459,56,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,902,69,503,241,銅鑼灣登龍街28號永光中心地下,,
B04,銅鑼灣,500,191,214,104,338,75,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,679,48,386,194,謝斐道526號地舖,,
B05,維園,520,196,231,45,316,128,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,581,47,402,140,天后清風街6-8號凱豐商業大廈2B,,Y
B07,大坑,285,124,563,34,197,49,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,560,38,296,108,施弼街27號地下,,
B10,跑馬地,444,186,105,34,246,107,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,422,48,291,56,跑馬地昌明街2號閣樓,,
B13,大佛口,300,106,107,39,216,19,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,364,20,224,69,灣仔秀華坊26號地下,,
C01,太古城西,750,337,157,104,399,36,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,772,46,454,142,太古城興安閣平台P514,,
C02,太古城東,661,323,127,73,390,42,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,698,52,400,115,香港太古城太湖閣2號舖,,
C03,鯉景灣,1036,382,164,200,626,103,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1293,83,680,285,西灣河康祥街4號太順樓地舖C店,,
C04,西灣河,1255,357,202,286,798,144,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,1660,61,935,510,筲箕灣海利街6號海利大廈地舖,,
C07,阿公岩,1586,349,252,377,959,121,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,2148,95,988,548,香港筲箕灣東大街62-74號泰安閣地下16號舖,,
C10/C11,欣藍/小西灣,483,140,74,693,233,48,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1004,33,407,192,小西灣邨瑞益樓地下14號鋪,,Y
C12,景怡,754,227,118,724,386,68,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1370,55,592,288,香港柴灣小西灣道18號富景花園商場1樓112號舖,,
C13,環翠,448,126,58,858,261,37,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1052,45,442,259,柴灣環翠邨喜翠樓113室,,
C14/C31,翡翠/興民,565,179,83,948,331,53,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,1220,76,524,330,柴灣興華一邨興翠樓地下2室,,
C17/C20,炮台山/堡壘,896,591,179,113,655,99,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1180,221,693,316,炮台山長康街20號中天樓地舖,,Y
C18,城市花園,209,147,51,32,179,29,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,318,55,168,73,北角炮台山京華道9-27號富利來商場7號地舖,,
C21,錦屏,829,1699,139,128,507,64,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1324,832,638,345,香港北角錦屏街25A號東發大廈地下31號舖,,
C24/C25,鰂魚涌/南豐,920,389,184,159,627,81,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,1248,98,631,302,香港鰂魚涌英皇道995-997號萬利廣場220鋪,,
C26,康怡,461,516,74,63,262,25,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,631,117,330,80,鰂魚涌康盛街18號地下,,
C27,康山,771,595,175,116,564,72,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1089,112,629,222,康山花園2座地下H4A鋪,,
C34,漁灣,381,94,51,1321,238,40,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,1111,39,468,253,香港柴灣漁灣邨漁順樓地下29號舖,,
C35,佳曉,212,44,37,518,143,24,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,558,22,273,135,小西灣邨瑞強樓地下1號,,
D01,香港仔,838,270,109,50,1879,80,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1691,75,820,306,香港仔舊大街120號兆群大廈地下7號舖,,
D02,鴨脷洲邨,682,93,60,24,554,36,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,855,15,317,144,鴨脷洲西邨利福樓低座地下5號,,
D03,鴨脷洲北,574,106,75,20,406,45,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,684,29,325,110,香港南區鴨脷洲大街25-31號年豐大廈地下11號舖,,
D04/D05,利東一/利東二,979,108,78,53,760,75,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,1095,24,382,177,鴨脷洲利東商場二期403號舖,,
D06/D07,海怡東/海怡西,826,614,153,42,1095,52,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1319,118,828,233,鴨脷洲海怡半島東商場地下G58號舖,,
D08,華貴,444,100,47,27,548,39,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,716,28,273,121,香港仔華貴邨華禮樓地下G02室,,
D09/D10,華富南/華富北,818,92,66,25,553,47,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,967,19,331,183,華富邨華泰樓119室,,
D12,置富,524,205,88,24,427,43,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,592,35,343,89,香港薄扶林置富花園巴士總站,,
D14,石漁,306,58,43,15,586,101,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,684,14,290,168,香港仔石排灣邨碧山樓地下2號,,
D15,黃竹坑,160,45,26,10,150,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,194,9,109,27,黃竹坑業興街11號南匯廣場B座9樓916C室,,
D17,赤柱及石澳,172,46,27,15,81,358,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,342,16,151,65,赤柱馬坑邨駿馬樓地下2號,,
E01,尖沙咀西,0,0,0,0,0,0,0,50,22,174,500,40,106,297,133,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,538,30,332,155,西九龍站巴士總站旅遊巴停車場,,
E04,油麻地南,0,0,0,0,0,0,0,65,23,198,505,30,101,314,105,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,609,17,311,127,九龍新填地街151號俊逸豪園1樓A舖,,
E06,旺角西,0,0,0,0,0,0,0,32,18,127,372,25,65,319,141,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,506,16,285,134,旺角砵蘭街160號地下至2樓,,
E07,富柏,0,0,0,0,0,0,0,30,20,134,349,12,82,277,125,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,437,13,232,150,旺角通菜街1M至1T號華發大廈地下D舖,,
E08,奧運,0,0,0,0,0,0,0,143,53,472,1250,49,292,752,366,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,1413,42,694,334,九龍大角咀鐵樹街32-76號富多來商場第二期1/F13號舖,,
E11,大角咀北,0,0,0,0,0,0,0,65,35,303,852,38,151,510,293,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1018,37,502,216,大角咀大角咀道157號中美樓地下,,
E12,大南,0,0,0,0,0,0,0,44,109,277,791,40,173,488,180,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,975,30,538,177,旺角界限街24號地舖（只在11/7開放）,深水埗北河街141號地舖（只在12/7開放）,
E13/E15,旺角北/旺角南,0,0,0,0,0,0,0,42,25,149,412,31,74,282,154,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,539,26,258,146,旺角通菜街71號,,
E14,旺角東,0,0,0,0,0,0,0,38,39,229,568,43,167,415,173,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,742,23,392,186,太子西洋菜北街312號壽菊樓地舖,,
E16,油麻地北,0,0,0,0,0,0,0,91,38,263,765,33,181,610,249,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,884,22,496,240,廣華街1號地下,廣華街8號地下,
E18,佐敦北,0,0,0,0,0,0,0,39,16,125,363,38,84,282,118,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,440,20,213,110,九龍廣東道608號廣基大廈103室,佐敦道4號,
E20,尖沙咀中,0,0,0,0,0,0,0,32,17,169,432,38,109,272,101,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,472,33,295,98,尖沙咀柯士甸道124-126號帝寶樓號地下D舖,,
F04,石硤尾,0,0,0,0,0,0,0,22,118,126,357,11,247,230,108,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,573,17,234,129,大坑東邨東城樓地下三號,,Y
F05,南昌東,0,0,0,0,0,0,0,26,410,222,642,18,170,388,246,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,943,44,400,267,石硤尾邨19座地下133室,,Y
F08,南昌西,0,0,0,0,0,0,0,9,56,101,224,11,43,131,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,312,7,145,73,深水埗南昌邨昌賢樓地下8-9室,,Y
F09,富昌,0,0,0,0,0,0,0,21,33,151,370,9,111,506,225,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,592,11,367,234,九龍深水埗富昌邨富良樓地下8號室,,Y
F10,麗閣,0,0,0,0,0,0,0,59,210,289,797,27,173,512,241,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1149,37,555,259,深水埗麗閣邨麗芙樓地下S14室,,
F11,幸福,0,0,0,0,0,0,0,24,1169,171,469,22,77,282,161,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,926,119,425,255,長沙灣幸福邨福日樓地下10室,,
F12,碧匯,0,0,0,0,0,0,0,57,57,92,277,16,52,204,84,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,397,4,185,86,九龍長沙灣荔盈街1號海盈邨盈輝樓地下,,
F13,荔枝角中,0,0,0,0,0,0,0,146,49,329,837,30,247,675,142,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1051,37,516,144,荔枝角深盛路昇悅商場外,,
F14,荔枝角南,0,0,0,0,0,0,0,42,546,198,510,19,93,372,251,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,1064,27,376,225,九龍荔枝角海麗邨海禧樓地下4室,,
F15,美孚南,0,0,0,0,0,0,0,103,43,345,1071,48,328,647,180,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1141,108,667,184,美孚葵涌道天橋底,,
F16,美孚中,0,0,0,0,0,0,0,74,38,288,803,43,344,565,127,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,956,99,494,161,九龍美孚新邨5期蘭秀道15號地下D鋪,,
F19,元州,0,0,0,0,0,0,0,96,2468,411,1182,40,240,787,368,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,1477,48,716,376,九龍長沙灣元州邨元禧樓地下,,
F20,蘇屋,0,0,0,0,0,0,0,23,598,105,353,14,60,187,110,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,727,43,295,120,櫻桃樓互助委員會,,
F21,李鄭屋,0,0,0,0,0,0,0,49,404,169,519,17,91,294,119,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,678,17,292,125,李鄭屋邨禮讓樓地下102室,,
F23,下白田,0,0,0,0,0,0,0,38,24,115,325,17,83,191,160,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,474,8,163,154,深水埗白田邨運田樓地下21號,,Y
F24,又一村,0,0,0,0,0,0,0,15,31,56,168,18,237,115,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,250,10,174,44,深水埗西洋菜北街221B號騏昌大廈地下2號舖,,
G01,馬頭圍,0,0,0,0,0,0,0,154,40,409,1019,44,240,604,423,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1408,40,595,291,馬頭圍邨芙蓉樓地下214A室,,
G03,馬坑涌,0,0,0,0,0,0,0,143,30,342,879,39,184,536,274,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,1216,33,455,232,九龍土瓜灣馬坑涌道6號華發大廈地下商場2A號舖,,
G04,馬頭角,0,0,0,0,0,0,0,77,13,150,361,21,66,230,169,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,451,11,230,121,九龍土瓜灣馬頭圍道436號金華樓1樓B室,,
G06,常樂,0,0,0,0,0,0,0,93,6,140,334,11,58,230,119,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,417,10,198,110,何文田邨逸文樓地下六號,,
G08,嘉道理,0,0,0,0,0,0,0,787,20,216,560,35,146,361,148,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,732,126,389,174,九龍何文田亞皆老街98號富都大廈2字樓9-10室,,
G17,土瓜灣南,0,0,0,0,0,0,0,59,27,315,821,23,143,499,367,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1045,31,497,272,土瓜灣浙江街41號合誠商業大廈三樓A室,土瓜灣鴻福街16號地下,
G18,鶴園海逸,0,0,0,0,0,0,0,53,20,211,583,23,114,382,197,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,733,16,346,170,紅磡馬頭圍道37-39號紅磡廣場2樓B79、B81室,,
G19/G20,黃埔東/黃埔西,0,0,0,0,0,0,0,270,52,578,1931,60,495,1402,492,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,644,33,370,181,黃埔地鐵站A出對出,,
G22,紅磡,0,0,0,0,0,0,0,96,21,205,511,29,129,419,177,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,224,3,94,87,九龍紅磡蕪湖街63-69號兆寶閣1樓B室,,
G23,家維,0,0,0,0,0,0,0,104,6,91,167,4,27,115,77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,1049,11,437,208,紅磡邨紅昇樓地下3號室,,
G24,愛民,0,0,0,0,0,0,0,439,22,295,738,22,138,485,224,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,2231,70,1229,533,愛民邨德民樓平台429室,,
H02,龍下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,365,21,177,624,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,725,21,320,269,黃大仙下邨一區龍裕樓地下105室,,Y
H03,龍上,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,420,17,273,780,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,994,23,367,271,黃大仙上邨啟善樓地下1號,,
H04,鳳凰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,287,4,119,442,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,634,18,255,127,黃大仙雙鳳街16號1樓,,
H05,鳳德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,890,18,439,1186,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1439,50,657,318,鳳德邨斑鳳樓205室(商場),,
H07,新蒲崗,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,683,40,311,963,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1287,33,542,321,新蒲崗崇齡街33號新蒲崗廣場2樓C33A號舖,,
H08,東頭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,235,35,154,321,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,420,15,170,103,東頭村道183號東頭邨興東樓地下09號,,
H09,東美,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,175,520,75,289,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,481,22,166,106,黃大仙東頭邨，偉東樓地下11B室,,
H10,樂富,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,274,10,112,383,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,444,14,194,115,樂富邨樂泰樓高層地下16號室,,
H11,橫頭磡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,869,12,227,709,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,1076,108,445,256,橫頭磡邨宏顯樓地下104-105號,,
H12,天強,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,443,8,91,395,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,524,71,243,141,橫頭磡邨宏德樓地下103號,,Y
H13,翠竹及鵬程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,381,3,137,410,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,605,30,288,156,香港翠竹街8號翠竹商場404A,,
H14,竹園南,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,111,16,52,171,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,201,9,95,52,竹園南邨華園樓117室,,
H15,竹園北,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,642,21,300,728,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,1100,37,441,217,竹園北邨蕙園樓地下106室,,
H16,慈雲西,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,346,4,173,561,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,808,17,289,226,慈樂邨樂合樓地下12號,,
H17,正愛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,383,10,183,615,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,704,12,308,197,慈正邨正德樓地下A翼,,
H18,正安,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,209,4,139,360,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,473,11,178,159,慈正邨正旭樓地下25號,,
H19,慈雲東,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,347,4,191,626,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,805,16,310,282,慈康邨康德樓地下4A&4B室,,Y
H20,瓊富,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,525,6,230,820,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,1298,31,557,223,富山邨富信樓地下3E室,,
H21/H22/H23,彩雲東/彩雲南/彩雲西,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,543,20,256,797,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,1195,39,460,269,九龍黃大仙彩雲邨豐澤樓地下108室,,
H24,池彩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,167,0,71,272,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,309,5,145,108,彩虹邨金漢樓地下162室,,Y
H25,彩虹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,382,8,173,529,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,683,20,284,201,彩虹邨金華樓地下105室,,
J01/J37,觀塘中心/定安,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,192,4,82,315,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,419,6,176,116,花園大廈玉蓮臺2座地下2號鋪,,Y
J03,啟業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,251,6,121,386,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,585,14,212,117,啟業邨啟盛樓地下18A,,
J04,麗晶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1162,9,249,570,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1110,90,470,196,九龍九龍灣麗晶花園商場220B舖,,
J08,順天,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,343,40,195,580,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,1169,62,313,214,順天邨天暉樓地下1號,,
