號碼,選區,選民人數,投票率,黃潤達,尹兆堅,高志輝,周永勤,鄭松泰,鄺官穩,田北辰,何君堯,梁志祥,郭家麒,黃浩銘,李卓人,黃俊傑,麥美娟,馮檢基,陳恒鑌,張慧晶,呂智恆,湯詠芝,朱凱廸,總有效,無效,非建制,建制,得票率差,黃潤達%,尹兆堅%,高志輝%,周永勤%,鄭松泰%,鄺官穩%,田北辰%,何君堯%,梁志祥%,郭家麒%,黃浩銘%,李卓人%,黃俊傑%,麥美娟%,馮檢基%,陳恒鑌%,張慧晶%,呂智恆%,湯詠芝%,朱凱廸%
M08*,十八鄉東,6983,52.85%,44.6023354425811,185.96151371555,4.8888174501981,5.1640263598853,283.043168799446,1.4375532566699,524.500382656797,289.975261240386,414.113131975562,275.844293765398,177.893696495852,181.253644114772,47.3200024299266,358.439963053441,103.24069831143,77.9399967812972,11.8624148355163,3.3707301703409,12.8646964257734,646.637699983766,3650.35402726459,40.3126777516119,53.75%,45.93%,7.82%,1.22%,5.09%,0.13%,0.14%,7.75%,0.04%,14.37%,7.94%,11.34%,7.56%,4.87%,4.97%,1.30%,9.82%,2.83%,2.14%,0.32%,0.09%,0.35%,17.71%
M09*,十八鄉中,7667,58.43%,74.4223447714377,197.527890423409,3.7499926339218,6.8724270168329,363.190543518627,1.4591058504635,554.394190100233,414.315279206427,630.117366261992,394.212041667109,221.136906522356,201.730380126288,66.0548401316109,222.156325551641,142.35351029074,98.9804706610733,12.7453595340795,6.1377031683976,11.3531373358569,821.614212322214,4444.52402709471,35.4362003095056,56.24%,43.47%,12.77%,1.67%,4.44%,0.08%,0.15%,8.17%,0.03%,12.47%,9.32%,14.18%,8.87%,4.98%,4.54%,1.49%,5.00%,3.20%,2.23%,0.29%,0.14%,0.26%,18.49%
M10*,十八鄉西,10104,47.81%,54.6294141575857,192.021982124222,4.8205627618917,4.854988521194,387.74795403072,4.7493613553012,506.545878941874,505.177444350455,681.224938143147,242.933678412116,202.919577081789,257.987562071333,79.6659624004698,573.244363460688,124.558876672106,74.5383902892226,13.5675792282107,3.049031462048,14.5263156774214,837.506416469358,4766.27027761115,64.4267373897998,50.30%,49.41%,0.89%,1.15%,4.03%,0.10%,0.10%,8.14%,0.10%,10.63%,10.60%,14.29%,5.10%,4.26%,5.41%,1.67%,12.03%,2.61%,1.56%,0.28%,0.06%,0.30%,17.57%
M11*,屏山南,10249,52.44%,82.4740372418322,271.070391623405,6.7166094830657,17.549963506298,483.720668594949,4.8054217809529,627.397514160415,421.459321641662,1079.04047065716,355.776822138558,242.399178592349,295.961423450078,71.6937993300478,280.647527776347,136.993550693576,84.7003587683889,13.1226692330399,11.5717054364845,19.0220525841924,818.129394781601,5324.2528814744,50.7041176925371,52.38%,47.37%,5.01%,1.55%,5.09%,0.13%,0.33%,9.09%,0.09%,11.78%,7.92%,20.27%,6.68%,4.55%,5.56%,1.35%,5.27%,2.57%,1.59%,0.25%,0.22%,0.36%,15.37%
M12*,屏山中,6173,53.79%,45.5380975876452,131.234577719527,2.4582825747595,7.6098597840267,281.91576507346,1.0355756976429,411.632505675846,620.077870041398,438.242531232395,212.870263311431,146.516022090509,143.290444567162,43.0166040484875,142.846105864045,89.0624207973039,49.6516956097747,7.0301595893875,5.503628982017,16.8771620834817,489.684474369772,3286.09404670007,34.5927838376488,48.86%,50.93%,-2.07%,1.39%,3.99%,0.07%,0.23%,8.58%,0.03%,12.53%,18.87%,13.34%,6.48%,4.46%,4.36%,1.31%,4.35%,2.71%,1.51%,0.21%,0.17%,0.51%,14.90%
M13*,屏山北,5558,52.17%,28.1587724122434,155.81254758471,4.1370164747238,13.277031314461,266.500823980834,1.0059435436361,257.634707593332,390.729989817132,651.718986565819,157.221987522752,133.717123366922,118.894446815717,29.2893347417505,95.5866889700604,50.89214599534,39.5536269655407,4.7925828291455,3.2714400664916,8.311008519532,444.834493569984,2855.34069865013,44.223347255168,48.92%,50.91%,-1.99%,0.99%,5.46%,0.14%,0.46%,9.33%,0.04%,9.02%,13.68%,22.82%,5.51%,4.68%,4.16%,1.03%,3.35%,1.78%,1.39%,0.17%,0.11%,0.29%,15.58%
M14*,厦村,7115,52.60%,60.4226694872311,133.265692104308,2.0156368579168,9.7378957568838,277.234858377948,2.9440661984701,1180.9969849834,238.884430710546,468.229411718356,201.129219156239,135.661942181813,137.019027136367,49.522495919206,143.821201995564,80.2791004438411,75.4294952615636,8.8508072003275,5.7597414418242,13.51464365355,458.272054616077,3682.99137520143,59.1444710223751,42.14%,57.62%,-15.48%,1.64%,3.62%,0.05%,0.26%,7.53%,0.08%,32.07%,6.49%,12.71%,5.46%,3.68%,3.72%,1.34%,3.91%,2.18%,2.05%,0.24%,0.16%,0.37%,12.44%
M15,天盛,13000,57.65%,205,325,12,19,715,3,1220,373,1339,394,326,398,137,327,197,117,18,9,18,1263,7415,79,53.77%,45.99%,7.78%,2.76%,4.38%,0.16%,0.26%,9.64%,0.04%,16.45%,5.03%,18.06%,5.31%,4.40%,5.37%,1.85%,4.41%,2.66%,1.58%,0.24%,0.12%,0.24%,17.03%
M16*,瑞愛,11393,53.51%,107.837430814777,241.471617968851,6.6991890848243,120.183035139658,786.894581027159,4.34959454241215,396.496074140816,270.695198867293,1504.79315227185,254.841549749002,318.504183292573,369.727764191016,129.605740764577,238.38627880036,119.459389882868,63.3414853906552,13.6991890848243,3.04878362723645,18.6219590680911,995.268631741537,5963.92482945038,132.109795340456,56.09%,43.68%,12.41%,1.81%,4.05%,0.11%,2.02%,13.19%,0.07%,6.65%,4.54%,25.23%,4.27%,5.34%,6.20%,2.17%,4.00%,2.00%,1.06%,0.23%,0.05%,0.31%,16.69%
M17*,瑞華,9405,50.60%,75.4332941775757,167.733337675077,5.59050195219008,228.059240785702,642.504623622581,2.5662818723936,291.400224421435,176.257386021052,1079.08112120628,178.288765332062,253.354794988247,280.654309837739,102.207046020372,212.108367880582,82.774014828053,52.9760429054599,5.59050195219008,7.6988456171808,16.9574230059376,795.756146478102,4656.99227058021,102.188766910997,55.90%,43.98%,11.92%,1.62%,3.60%,0.12%,4.90%,13.80%,0.06%,6.26%,3.78%,23.17%,3.83%,5.44%,6.03%,2.19%,4.55%,1.78%,1.14%,0.12%,0.17%,0.36%,17.09%
M18*,頌華,8280,52.94%,85.0071543495123,192.388584880143,7.03937660466752,77.8588819052317,492.142538189992,2.52714613242155,519.453488153166,212.957226202453,783.526701537107,228.804480775121,219.114208800228,259.74284979818,85.1866038305288,203.757029126492,91.310166282376,95.2766216124773,8.48239915189483,4.69539330281005,14.8002644829487,724.565715381824,4308.63683049957,74.397354872252,55.65%,44.15%,11.50%,1.97%,4.47%,0.16%,1.81%,11.42%,0.06%,12.06%,4.94%,18.19%,5.31%,5.09%,6.03%,1.98%,4.73%,2.12%,2.21%,0.20%,0.11%,0.34%,16.82%
M19*,悅恩,9140,51.54%,76.4898668298071,137.46030313733,4.72891621436539,15.0957835742704,477.160072594461,5.10681296612384,345.409875272587,294.637814831893,823.146095469248,164.102394523036,192.9356160922,531.123798542298,96.0794976595721,641.070534244647,78.7267472095206,94.9153072734596,10.0042206735651,4.46334712465753,13.5994466326552,634.388911689401,4640.6453625551,70.3055274394332,51.86%,47.93%,3.93%,1.65%,2.96%,0.10%,0.33%,10.28%,0.11%,7.44%,6.35%,17.74%,3.54%,4.16%,11.45%,2.07%,13.81%,1.70%,2.05%,0.22%,0.10%,0.29%,13.67%
